"First Viewed (UTC)","Content Viewed",Action,"Times Viewed","Card Type",Publisher,"Timestamp (UTC)"
2020-12-01T14:13:21.791Z,true,View,2,ContinueListeningSingle,Entertainment,2020-12-01T14:15:07.440Z
2021-09-18T02:25:40.454Z,true,View,3,ContinueListeningSingle,Entertainment,2021-09-23T22:29:41.429Z
2020-12-09T15:53:39.974Z,true,View,1,ContinueListeningSingle,Entertainment,2020-12-09T15:53:57.175Z
2020-12-17T11:00:13.412Z,true,View,1,ContinueListeningSingle,Entertainment,2020-12-17T11:00:22.861Z
2022-01-07T07:01:43.724Z,true,View,5,ContinueListeningSingle,Entertainment,2022-01-14T06:27:13.503Z
2020-12-01T19:16:30.809Z,true,View,3,ContinueListeningSingle,Entertainment,2020-12-02T16:23:33.770Z
2021-06-09T02:17:08.935Z,true,View,1,ContinueListeningSingle,Entertainment,2021-06-09T02:17:43.533Z
2020-12-05T04:09:52.313Z,true,View,1,ContinueListeningSingle,Entertainment,2020-12-05T04:10:19.573Z
2020-11-17T16:44:20.178Z,true,View,10,MobileHintImage,EntertainmentPublisher,2020-11-17T20:05:22.118Z
2020-11-17T16:44:20.178Z,true,NavigateAction,1,MobileHintImage,EntertainmentPublisher,2020-11-17T20:05:22.118Z
2020-12-01T14:14:59.336Z,true,View,1,ThingsToTry,FeatureAwareness,2020-12-01T14:15:06.575Z
2020-11-29T16:32:54.742Z,true,NavigateAction,1,ThingsToTry,FeatureAwareness,2020-11-29T16:34:03.238Z
2020-11-29T16:32:54.742Z,true,View,1,ThingsToTry,FeatureAwareness,2020-11-29T16:34:03.238Z
2021-06-09T02:17:08.935Z,true,View,1,"cold_start_add_alarm_card",HHO,2021-06-09T02:17:43.422Z
2021-08-22T04:18:41.762Z,true,View,4,"cold_start_add_timer_card",HHO,2021-09-05T01:43:33.002Z
2020-12-01T14:13:21.791Z,true,View,6,link_your_calendar_card,HHOCalendar,2020-12-05T04:10:20.635Z
2021-04-13T04:15:01.121Z,true,View,1,ColdStartList,HHOLists,2021-04-13T04:15:09.859Z
2022-01-03T05:35:54.880Z,true,View,9,"ColdStartListRecommendation",HHOLists,2022-01-14T12:35:44.329Z
2022-04-20T04:42:28.436Z,true,View,2,shoppinglist_singlecard,HHOLists,2022-04-20T04:51:52.973Z
2020-11-17T20:05:14.523Z,true,View,4,StaticHomeCards,LocationPublisher,2020-11-29T16:34:03.227Z
2021-03-15T18:16:23.312Z,true,View,1,"mosaic_theming_education_card",Mosaic,2021-03-15T18:17:07.333Z
2020-11-17T16:44:27.544Z,true,View,3,MobileHintImage,Music,2020-11-29T04:57:29.590Z
2020-11-17T16:44:27.544Z,true,NavigateAction,1,MobileHintImage,Music,2020-11-29T04:57:29.590Z
2020-11-29T04:53:18.423Z,true,View,10,ListSingle,NamedListsPublisher,2020-12-05T04:10:19.364Z
2021-09-05T01:37:47.525Z,true,View,4,ListSingle,NamedListsPublisher,2021-09-05T23:44:46.443Z
2021-09-18T02:25:40.454Z,true,NavigateAction,1,ListSingle,NamedListsPublisher,2021-09-18T02:26:42.231Z
2021-09-18T02:25:40.454Z,true,View,1,ListSingle,NamedListsPublisher,2021-09-18T02:26:42.231Z
2021-09-18T02:29:07.170Z,true,View,1,ListSingle,NamedListsPublisher,2021-09-18T02:29:12.538Z
2021-09-23T22:29:38.855Z,true,View,1,ListSingle,NamedListsPublisher,2021-09-23T22:29:42.031Z
2022-01-09T06:21:32.922Z,true,View,1,PendingNotifications,"NotificationContentPublisher",2022-01-09T06:21:35.766Z
2022-03-10T05:36:06.421Z,true,View,2,PendingNotifications,"NotificationContentPublisher",2022-03-10T05:43:38.603Z
2022-01-14T06:26:37.898Z,true,View,2,RecentlyUsedSkill,"SkillRecommendationsPublisher",2022-01-14T12:35:43.948Z
2022-01-18T06:40:15.048Z,true,View,2,RecentlyUsedSkill,"SkillRecommendationsPublisher",2022-01-23T22:14:50.660Z
2022-01-28T06:56:14.045Z,true,View,1,RecentlyUsedSkill,"SkillRecommendationsPublisher",2022-01-28T06:56:22.302Z
2020-11-29T04:50:49.555Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-29T04:50:54.487Z
2021-04-13T04:15:01.121Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-04-13T04:15:09.636Z
2020-11-29T04:56:29.299Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-29T04:57:29.083Z
2020-11-17T20:04:05.557Z,true,NavigateAction,2,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-17T20:05:21.130Z
2020-11-17T20:04:05.557Z,true,View,3,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-17T20:05:21.130Z
2020-12-01T14:14:54.532Z,true,View,2,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-12-05T04:10:19.518Z
2020-12-01T14:14:54.532Z,true,NavigateAction,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-12-05T04:10:19.518Z
2020-11-17T16:57:02.621Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-17T16:57:39.167Z
2020-12-17T11:00:13.412Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-12-17T11:00:21.298Z
2021-07-07T00:18:16.822Z,true,View,2,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-07-07T00:18:23.870Z
2021-09-05T23:44:38.130Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-09-05T23:44:45.214Z
2021-09-18T02:25:40.454Z,true,View,3,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-09-23T22:29:42.422Z
2021-08-22T04:18:41.762Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-08-25T22:33:23.048Z
2021-09-05T01:36:55.896Z,true,View,3,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2021-09-05T01:43:29.161Z
,false,NavigateAction,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-29T16:32:58.404Z
2020-11-29T04:36:35.693Z,true,View,2,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2020-11-29T04:37:05.029Z
2022-04-20T04:42:28.436Z,true,View,2,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-04-20T04:51:52.893Z
2022-01-03T05:35:54.880Z,true,View,3,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-03-10T05:43:40.557Z
2022-01-23T22:13:53.690Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-01-23T22:14:49.718Z
2022-01-18T06:40:15.048Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-01-19T20:11:17.311Z
2022-01-28T06:56:14.045Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-01-28T06:56:22.346Z
2022-05-02T22:54:31Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-05-02T22:54:43.350Z
2022-01-03T05:55:48.511Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-01-03T05:56:54.462Z
2022-01-04T05:31:10.882Z,true,View,1,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-01-04T05:31:20.747Z
2022-03-11T05:37:17.200Z,true,View,3,"SkillCategoryRecommendationText","SkillRecommendationsPublisher",2022-05-01T00:14:29.889Z
2022-01-07T07:01:43.724Z,true,View,1,IN_SKILL_ITEM_OFFER,SkillStoreA2SPrePurchase,2022-01-07T07:01:46.448Z
2020-11-30T04:32:41.386Z,true,View,1,SUBS_OFFER,SkillStoreA2SPrePurchase,2020-11-30T04:34:56.907Z
2022-01-03T05:55:48.511Z,true,NavigateAction,1,devicesetup_card,SmartHomeSetup,2022-01-03T05:56:54.440Z
2022-01-03T05:55:48.511Z,true,View,1,devicesetup_card,SmartHomeSetup,2022-01-03T05:56:54.440Z
2022-01-04T05:31:10.882Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-04T05:31:21.882Z
2022-01-04T05:31:10.882Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-04T05:31:21.882Z
2022-01-07T07:01:43.724Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-07T07:01:46.422Z
2022-01-08T03:25:25.924Z,true,View,2,whats_on_state,"SmartHomeUtilityPublisher",2022-01-08T03:27:30.237Z
2022-01-09T06:21:32.922Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-09T06:21:35.836Z
2022-01-09T06:21:32.922Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-09T06:21:35.836Z
2022-01-14T06:26:37.898Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-14T06:27:13.559Z
2022-01-14T06:26:37.898Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-14T06:27:13.559Z
2022-01-18T06:40:15.048Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-19T20:11:17.351Z
2022-01-18T06:40:15.048Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-19T20:11:17.351Z
2022-01-28T06:56:14.045Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-28T06:56:23.305Z
2022-01-28T06:56:14.045Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-01-28T06:56:23.305Z
2022-03-10T05:36:06.421Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-03-10T05:43:39.513Z
2022-03-10T05:36:06.421Z,true,View,2,whats_on_state,"SmartHomeUtilityPublisher",2022-03-10T05:43:39.513Z
2022-03-10T05:36:06.421Z,true,NavigateAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-03-10T05:43:39.513Z
2022-03-11T05:37:17.200Z,true,View,2,whats_on_state,"SmartHomeUtilityPublisher",2022-03-11T05:37:51.247Z
2022-03-11T05:37:17.200Z,true,ToggleAction,3,whats_on_state,"SmartHomeUtilityPublisher",2022-03-11T05:37:51.247Z
2022-04-20T04:42:28.436Z,true,ToggleAction,1,whats_on_state,"SmartHomeUtilityPublisher",2022-04-20T04:51:53.012Z
2022-04-20T04:42:28.436Z,true,View,2,whats_on_state,"SmartHomeUtilityPublisher",2022-04-20T04:51:53.012Z
2022-05-01T00:13:58.101Z,true,ToggleAction,2,whats_on_state,"SmartHomeUtilityPublisher",2022-05-01T00:14:30.405Z
2022-05-01T00:13:58.101Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2022-05-01T00:14:30.405Z
2022-01-07T07:01:43.724Z,true,View,7,"home_mars_devices_settings",mars,2022-01-19T20:11:17.352Z
2022-01-03T05:55:48.511Z,true,View,4,home_mars_lights,mars,2022-05-02T22:54:44.259Z
2022-01-03T05:55:48.511Z,true,NavigateAction,4,home_mars_lights,mars,2022-05-02T22:54:44.259Z
2022-01-03T05:55:48.511Z,true,View,8,home_mars_plugs,mars,2022-01-14T12:35:43.969Z
2022-01-28T06:56:14.045Z,true,View,1,home_mars_routines,mars,2022-01-28T06:56:22.274Z
2023-02-01T20:21:39.412Z,true,View,2,change_alexas_voice,AlexaChangeYourVoice,2023-02-01T20:23:09.369Z
2023-02-18T21:16:31.927Z,true,View,1,"cold_start_add_reminder_card",AlexaHHOReminders,2023-02-18T21:16:46.990Z
2022-12-10T22:34:33.302Z,true,View,6,"AnnouncementGettingStarted",COMMS,2022-12-12T05:49:25.455Z
2022-12-10T22:46:52.488Z,true,View,2,DropInGettingStarted,COMMS,2022-12-10T22:53:34.207Z
2022-12-10T22:34:33.302Z,true,View,2,MobileRoutineHintImage,"ColdStartRoutinePublisher",2022-12-10T22:45:17.001Z
2023-02-01T20:23:56.685Z,true,View,1,"AnnounceHomeMorningWakeUpNewGlobal.AnnounceHomeMorningWakeUpNewGlobal",Comms,2023-02-01T20:24:55.484Z
2023-01-02T05:16:25.175Z,true,View,1,StaticHomeCards,EducationPublisher,2023-01-02T05:17:10.260Z
2023-01-02T05:16:25.173Z,true,View,1,ContinueListeningSingle,Entertainment,2023-01-02T05:17:10.813Z
2022-12-12T05:44:47.102Z,true,View,2,ContinueListeningSingle,Entertainment,2022-12-12T05:49:21.447Z
2022-12-10T22:34:33.302Z,true,View,6,MobileHintImage,EntertainmentPublisher,2022-12-12T05:49:19.539Z
2022-12-10T22:34:33.302Z,true,View,6,shoppinglist_singlecard,HHOLists,2022-12-12T05:49:22.437Z
2023-02-01T17:27:10.881Z,true,View,1,StaticHomeCards,LocationPublisher,2023-02-01T17:28:25.513Z
2023-02-01T20:22:38.034Z,true,View,4,home_mars_alexa_profiles,MARS,2023-02-01T20:23:10.734Z
2022-12-12T05:44:47.102Z,true,View,7,home_mars_echo,MARS,2023-02-01T20:10:32.926Z
2022-12-12T05:44:47.102Z,true,NavigateAction,3,home_mars_echo,MARS,2023-02-01T20:10:32.926Z
2023-01-02T05:16:25.173Z,true,NavigateAction,9,home_mars_lights,MARS,2023-02-18T21:16:47.617Z
2023-01-02T05:16:25.173Z,true,View,11,home_mars_lights,MARS,2023-02-18T21:16:47.617Z
2022-12-10T22:46:52.488Z,true,View,17,home_mars_routines,MARS,2023-02-01T20:24:55.418Z
2022-12-12T05:44:47.102Z,true,View,6,home_device_light,MarsEFDProvider,2023-02-01T20:24:59.172Z
2022-12-10T22:46:52.488Z,true,View,7,home_device_efd,MarsEFDProvider,2023-02-01T20:31:22.620Z
2023-01-02T05:16:25.173Z,true,View,1,PendingNotifications,"NotificationContentPublisher",2023-01-02T05:17:10.239Z
2022-12-10T22:34:33.302Z,true,View,8,"PriorityEventsContentType","PriorityEventsContentProvider",2023-02-18T21:16:46.894Z
2022-12-10T22:46:52.488Z,true,View,9,QuickActionsContentType,"QuickActionsContentProvider",2023-02-01T20:31:22.559Z
2023-02-18T21:16:31.927Z,true,View,1,RecentlyUsedSkill,"SkillRecommendationsPublisher",2023-02-18T21:16:47.035Z
2023-02-18T21:16:31.927Z,true,View,1,whats_on_state,"SmartHomeUtilityPublisher",2023-02-18T21:16:46.910Z
